ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched
z5ipummss2,1785937229803,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,paper,female,座席未定,なー,5.0,,同行記載あり,2026-08-05 13:40:29,2026-08-28 14:01:15,,,deleted,1,27000,"FC先行 複数名義所持 有効期限内 座席未定
指定席のみ

【ご購入の場合、コメントお願いいたします。プライベート出品に変更いたします。】

※ご希望であれば上...",True
sold_timelesz-live-tour-2026-momentum_1779034358207_36194,1779034358207,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日までにログイン情報共有,,,,,2026-05-17 16:12:38,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,36194,"※プラベ出品も可能です
・初期当選 
・重複すり替えなし 
・有効期限内
・QR毎のお渡し
・当選歴なし
・ランダムエラー歴なし
・購入後すぐ下3桁提示可能
・...",False
eina1ymxi2,1780715300553,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,わ,4.9,,ランダム,2026-06-06 03:08:20,2026-08-29 08:01:10,2026-08-28 12:01:10,transition_observed,sold,2,34800,"ランダム配布
購入者様には座席選択権はございません。
2枚で購入の場合、必ず連番のお席をお渡しします。
※※※必ず全文お読みになった上でご購入ください、購入後の...",True
18h47prgfe,1784360943979,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,座席未定,なー,5.0,,同行記載あり,2026-07-18 07:49:03,2026-08-28 00:01:11,,,deleted,1,33000,"FC先行  複数名義所持  有効期限内 座席未定
【ご購入の場合、コメントお願いいたします。プライベート出品に変更いたします。】
※ご希望であれば上乗せで早めのお渡し、発券後手持ちからの買取など検討します。要相談
複数名義を所持しております。
当日こちらが指定した時間(開場時間20分前、開演80分前予定)に会場付近で待ち合わせし、同時入場していただきます。
いかなる場合も遅刻厳禁、必ず集合時間厳守でお願い致します。
遅刻の際は待たずに先に入場致しますが、その際も受け取り連絡は必ずして頂きます。
チケット発券後、全てのチケットをこちらで回収してから一度解散し、その後再度会場内で集合してからのチケットお渡しとなるためかなりのお時間頂くことをご了承ください。
座席、席種はお選びいただくことはできません。
また、チケットの催促はしないで下さい。
座席未定のため、座席に関するクレームも一切お受け致しません。
開演までには必ずお渡しします。会場内で一旦解散後、再度集合する場所と時間(開演5~10分前目安)は当日までにお伝え致します。
それより早くお渡しできる場合は、お伝え頂いたお電話番号に連絡して集合し、その場でサイト上の受け取り通知と同時にチケットをお渡し致します。
入場の際携帯端末をお借りしてのQRコード表示にご協力いただく可能性があります。ご了承ください。
同行者登録や円滑な連絡のため、お名前(ニックネームでも可)と当日使えるお電話番号をお伝えください。
ランダムエラー、本人確認による入場不可、出演者変更、お取引決定後の買い手様都合のキャンセル、体調不良(濃厚接触者含む)等公演中止以外のいかなる場合でも返金できかねますのでご了承ください。その際も受け取り通知はして頂きます。
公演中止の場合はサイトの規定に基づいて返金いたします。
詳しい待ち合わせ時間・場所等は、ご入金後にマイページの連絡ボードでお知らせします。
上記の内容を必ず全て確認出来ました方のみ、ご購入ください。",True
sold_timelesz-live-tour-2026-momentum_1777420865518_38000,1777420865518,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,座席未定,,,,,2026-04-29 00:01:05,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,38000,"FC先行  複数名義所持  有効期限内 座席未定 
複数名義を所持しております。
当日こちらが指定した時間(開場時間20分前、開演80分前予定)に会場付近で待ち...",False
y76f9lax5w,1787481594875,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同時入場　開演までにお渡し,あ,4.5,,ランダム,2026-08-23 10:39:54,2026-08-29 08:01:10,2026-08-28 18:01:17,transition_observed,sold,1,23000,"※以下の取引方法の説明・注意事項を必ずご確認ください。
取引方法の説明:
・当日開場30分前に会場付近にて集合を予定しております。詳しい待ち合わせ時間場所等は前...",True
55ieocawwt,1787797010418,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,,,,,2026-08-27 02:16:50,2026-08-27 09:01:06,,,deleted,2,100000,"QRごと/初期当選/下3桁提示可/同行者登録可/有効期限内/発送物戻り無し/着ブロ希望無し

公演前日の夜までにログイン情報をお伝えいたします。お取引の経験があ...",False
sold_timelesz-live-tour-2026-momentum_1785762174646_75000,1785762174646,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演日3日前までにQRコード共有,,,,,2026-08-03 13:02:54,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,75000,交換・条件・同行なしのQRごとのお譲りです。初期当選・有効会員・コンビニ支払い・着ブロ希望なしです。同行者登録は買い手様でお願いします。ご購入後会員番号下３桁連...,False
sold_timelesz-live-tour-2026-momentum_1784687561833_5500,1784687561833,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-07-22 02:32:41,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,5500,"⭐️1枚の場合は当日手渡しで2.5/枚お願いいたします。
⭐️2連希望の場合は当日手渡し3.0/枚お願いいたします。
⭐️開場20分前渡しは上記に＋αで検討しま...",False
sold_timelesz-live-tour-2026-momentum_1786713843483_65000,1786713843483,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演前日QRコード共有,,,,,2026-08-14 13:24:03,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,65000,"2連QR毎のお譲り
FC初期当選/下3桁提示可

公演前日までにログイン情報をお伝えします。同行者登録は購入者様ご自身で行ってください。

入場後は、必ず開演時...",False
sold_timelesz-live-tour-2026-momentum_1780107630384_66000,1780107630384,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行/重複なし,,,,,2026-05-30 02:20:30,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,66000,"重複なし同行/有効期限内/サイチェン可/
寺西担不可/すり替えなし/発送物戻りなし

・入金後に下3桁提示
・値段交渉、プラベモードへの変更可能
・連番内での座...",False
cim2rzif4b,1787739301294,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,し,4.8,,ランダム,2026-08-26 10:15:01,2026-08-29 08:01:10,2026-08-28 16:01:17,transition_observed,sold,1,22000,"【開場】時間の40-30分前までに会場付近で集合し、同時入場します。

入場の際FCサイトを開いて頂くなどご協力いただく場合がございますのでご了承下さい。
詳し...",True
sold_timelesz-live-tour-2026-momentum_1774282156321_58000,1774282156321,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演前日にログイン情報提示,,,,,2026-03-23 16:09:16,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,58000,"QR毎　2枚のお譲り
FC先行/有効期限内/重複すり替えなし/下三桁提示可/初期当選/

公演前日にログイン情報をお伝えいたします。
公演中止を除き如何なる理由...",False
sold_timelesz-live-tour-2026-momentum_1773981395752_64000,1773981395752,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日までにログイン情報をお渡しします。,,,,,2026-03-20 04:36:35,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,64000,"FC先行/QR毎/初期当選/Pay-easy支払い/有効期限内/下3桁提示可/郵送物戻りなし/着ブロ指定なし

取引成立の意思確認が取れましたら、プライベート出...",False
sold_timelesz-live-tour-2026-momentum_1787034806280_87000,1787034806280,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後3時間以内にQRコード共有,,,,,2026-08-18 06:33:26,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,87000,"timelesz FC先行 初期当選 2枚申し込み 指定席 QRごとのお譲り 条件ございません 座
席未定

timelesz FC先行 ２枚申込みでの当選しま...",False
sold_timelesz-live-tour-2026-momentum_1787094720891_83000,1787094720891,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,paper,female,当日手渡し,,,,,2026-08-18 23:12:00,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,83000,"2名義中2番手

初期当選/有効期限内名義/下3桁提示/日本人のみ

同じ列から入場するためログイン情報をお伝えいたしますが、入場後は速やかにログアウトをお願い...",False
sold_timelesz-live-tour-2026-momentum_1787482030708_89000,1787482030708,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後3時間以内にQRコード共有,,,,,2026-08-23 10:47:10,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,89000,"timelesz FC先行 初期当選 2枚申し込み 指定席 QRごとのお譲り 条件ございません 座
席未定

timelesz FC先行 ２枚申込みでの当選
１...",False
sold_timelesz-live-tour-2026-momentum_1787110844838_70000,1787110844838,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,ぴ,5.0,,同行記載あり,2026-08-19 03:40:44,2026-08-29 08:01:10,,historical_unknown,sold,1,70000,"FC先行/2連中の1枚/初期当選/指定席/Pay-easy決済/有効期限内/すり替えなし/下3桁提示可/前回スタンド/松島担不可

発送物戻りなし、サイチェン可...",True
sold_timelesz-live-tour-2026-momentum_1787110045632_5500,1787110045632,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-08-19 03:27:25,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,5500,"当日手渡し　3.0（30000円）お願いいたします。

指定席のみランダム配布
入場後1度全てのチケットを回収しこちらでお席を選ばせて頂きます。
座席選択の為、...",False
9x3k3389vp,1787041507102,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,1名義のみランダム,ゆ,5.0,,ランダム記載あり,2026-08-18 08:25:07,2026-08-27 17:01:13,,,deleted,1,35000,"⭐️寺西担不可/他名義すべて番手売りのため1名義のみのランダム
公演当日開場30分前（予定）に集合して頂きます。
詳しい時間、場所等は後日ご連絡いたします。
遅刻した場合は先に入場させて頂きますが、その際も受取評価をして頂きますので時間厳守でお願いいたします。
入場後一旦チケットを回収し解散して頂き方の座席選択後残りのチケットをお渡しいたします。座席に関するクレームは一切受け付けません。チケットをお渡しした際に受取評価をお願いいたします。解散後サイチェンなどして頂いて構いません。
公演中止以外の如何なる場合の理由でもキャンセル、送金停止、返金対応は致しかねます。
日本語でスムーズに連絡が取れる方のみご購入をお願いいたします。代理購入につきましてもご遠慮ください。
ご購入頂いた場合は上記の全ての内容をご了承頂いたものとみなしますのでよろしくお願いいたします。",True
sold_timelesz-live-tour-2026-momentum_1784663296979_70000,1784663296979,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内に会員情報開示します,,,,,2026-07-21 19:48:16,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,70000,QRコードごとお譲りします。90万台初当選　履歴無し　他FCエラーなし　同行無し交換なし　着席ブロック希望無し　有効期限内名義　コンビニ決済　会員番号下3桁お知...,False
urdraayf1q,1787659804017,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,舞花,5.0,,同行ランダム,2026-08-25 12:10:04,2026-08-29 08:01:10,2026-08-27 12:01:08,,sold,1,25000,"ランダム配布に理解ある方のみご購入ください。
当日は開場約30分前.15:30にこちらが指定をした場所へと集合していただきます。
スムーズにお渡しができるよう、購入後にこちらからの連絡を待たず、電話番号のご提示をお願いいたします。
公演中止の場合のみ手数料を差し引いた金額を返金いたします。ランダムエラーや本人確認などによる入場時のトラブルに返金はできませんのでご注意ください。又、購入者様の都合（遅刻や音信不通など）に対しても返金は致しかねます。
10分以上の遅刻は待たずに入場させていただきますが、その場合も受け取り連絡をお願いいたします。
同時入場後、一度チケットを回収し、指定の場所でお待ちいただきます。開演時間までには必ずお渡しさせていただきますので、催促を促すご連絡はお控えください。
チケットのQRコード表示にご協力いただく場合がございます。その場合、一時的に身分証をお預かりする可能性がございますが入場後すぐお返しいたします。
座席確認と選択にお時間いただきます。受け取り後で構いませんので、その場で評価をお願いします。座席に関するクレームは受け付けませんので、ご了承お願いします。
キャリーケースを持っての入場もお控えください。
トラブル防止のため、日本人のみ（男性可能）ご購入お願いいたします。
⚠️個人での返金は一切不可です。エラー不安な方は必ずチケテンの保証をお使いください。",True
fzkp87srru,1787550004346,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,あ,5.0,,QR同行番手ランダム,2026-08-24 05:40:04,2026-08-27 15:01:14,,,deleted,2,0,"QRごとor番手orランダムになります。
金額/年齢記載の上Xの垢にご連絡お願い致します。
@bm71nc",True
sold_timelesz-live-tour-2026-momentum_1783395632620_29000,1783395632620,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,公演当日手渡し,,,,,2026-07-07 03:40:32,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,29000,"🌟少人数指定席のみランダム配布🌟
ランダム配布に理解ある方のみご購入ください。

指定席のみ/立ち見なしランダム配布
【初期当選/有効期限内/Pay-eas...",False
sold_timelesz-live-tour-2026-momentum_1786979510947_88000,1786979510947,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後3時間以内にQRコード共有,,,,,2026-08-17 15:11:50,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,88000,"timelesz FC先行 初期当選 2枚申し込み 指定席 QRごとのお譲り 条件ございません 座
席未定

timelesz FC先行 ２枚申込みでの当選
１...",False
sold_timelesz-live-tour-2026-momentum_1784963782597_29000,1784963782597,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同時入場開演までにお渡し,,,,,2026-07-25 07:16:22,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,29000,"※以下の取引方法の説明・注意事項を必ずご確認ください。
取引方法の説明:
・当日開場30分前に会場付近にて集合を予定しております。詳しい待ち合わせ時間場所等は前...",False
jeqcb77idy,1787806303092,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-08-27 04:51:43,2026-08-29 08:01:10,2026-08-27 09:01:06,,sold,1,50000,"2名義中1番手/2連中の1枚/座席選択はできません/すり替えなし/下桁提示可/初期当選/有効期限内/郵便戻りなし/サイチェン可 /着席ブロック記載なし

公演日...",False
sold_timelesz-live-tour-2026-momentum_1774245946852_57000,1774245946852,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日にログイン情報提示,,,,,2026-03-23 06:05:46,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,57000,"★QR毎のお譲りです。(２連)
★公演前日にログイン情報等をご提示いたします。ご自身で同行者登録を行い、QRコードを表示の上、ご入場ください。

★交通機関の遅...",False
sold_timelesz-live-tour-2026-momentum_1784366907544_5500,1784366907544,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-07-18 09:28:27,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,5500,"⭐️1枚の場合は当日手渡しで2.5/枚お願いいたします。
⭐️開場20分前渡しは上記に＋αで検討しますので、メッセージください。
⭐️手持ちから相場買取可能です...",False
5hdrs83vha,1787745054040,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,ランダム配布,y,4.8,,ランダム,2026-08-26 11:50:54,2026-08-29 08:01:10,2026-08-27 14:01:13,,sold,1,24000,"15時ごろにて会場付近にて待ち合わせ(詳しい場所はボードにてお知らせします)
入場の際QR表示のため端末をお借りする場合がありますので協力お願いします。
また、取引連絡が当日まで来ない場合、再度別日に出しているチケットにコメントなどでお知らせください。
チケット持ち逃げ防止の為に身分証明書を入場前にお預かりする場合があります。
トラブルがない限り身分証を見ることはありません。
入場後チケットと引き換えでお預かりした身分証を返却させていただきます。
チケット回収後、一度解散していただき開演時間までに再合流してチケットをお渡しさせて頂きます。
会場内の電波状況が悪い場合も考えられる為、トラブル無くお取引が出来る様、連絡が取れる電話番号のご提示をお願いいたします。
当日は会場付近の指定場所にて待ち合わせの後、複数人(数人)での同時入場となります。確定のお時間や場所は、連絡ボードにてご連絡いたします。
必ず時間厳守でお願い致します。買い手様の都合で待ち合わせ時間に遅れられた場合、先に入場する可能性もございますが、その際も受取連絡はして頂きます。公演当日はこまめに連絡を取れる方でお願いいたします。
購入後はこちらの連絡を待たずに電話番号を送ってください。
また、ご購入は日本語が理解出来る日本の電話番号をお持ちの方に限らせて頂きます。
本人確認、端末エラー、ランダムエラー、通言障害、体調等いかなる場合でも、公演中止以外は返金いたしません。
また、購入後のキャンセルもご遠慮ください。
チケットお渡し、解散後のトラブルに対しても対応は致しかねます。チケットをお渡しした時点でお取引終了となります。
座席へのクレームは受け付けません。
以上全てご了承の上、ご購入お願い致します",True
389ykpbr3q,1787732256923,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,a.,5.0,,同行,2026-08-26 08:17:36,2026-08-29 08:01:10,2026-08-28 16:01:17,transition_observed,sold,1,71000,2連中の1枚の同行/★松島担不可/すり替えなし/初期当選/指定席/下3桁提示可/PayPay支払い/有効期限内/ 発送物戻りなし/着ブロ希望なし/前回スタンド席...,True
sold_timelesz-live-tour-2026-momentum_1786445249650_100000,1786445249650,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,ログイン情報共有,,,,,2026-08-11 10:47:29,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,100000,"単番QRごと、下3桁提示、有効期限内、着ブロなし。
交通機関の乱れ、体調不良、システムランダムエラー、本人確認及びご購入者様のご都合のキャンセルや発券した座席の...",False
32r9o9tgb0,1787795888371,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,ayk,5.0,,QR,2026-08-27 01:58:08,2026-08-27 11:01:15,,,deleted,2,35000,"QR毎/初期当選/同行者登録可/有効期限外/発送物戻り無し/着ブロ希望無し
過去当選歴、座席の質問はお控えください。
公演前日の夜までにログイン情報をお伝えいたします。お取引の経験がありスムーズに連絡が取れる方、入場後ログアウトから受取通知まで速やかに対応していただける方のみご購入願いします。
・トラブル防止のため同行者登録、同意チェックは購入者様ご自身で行っていただきます。必ず2名分の同意チェックが行われた後にQR表示をするようお願いいたします。
・入場後、開演時間までに必ずログアウトと受取連絡をお願いいたします。
・公演中止以外（本人確認、購入者様都合でのキャンセル、体調不良、交通機関の遅延、ランダムエラー、システムエラー、赤線エラー、購入者様の操作ミス等）いかなる理由でも返金、キャンセル対応は一切しかねますのでご了承ください。
・座席に関するのクレームは一切お受けいたしかねます。
・代理購入不可、成人済みの日本人女性の方のみ購入可能。
上記全てご了承いただける方のみご購入ください。",True
l2wqwbzrb5,1787723659911,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female, 公演日前日夜にログイン情報共有,も,5.0,,QR,2026-08-26 05:54:19,2026-08-29 08:01:10,2026-08-27 11:01:15,,sold,1,80000,"FC先行 / 初期当選/下3桁提示可/有効期間内/発送物戻りなし/ 着ブロなし
・公演日前日の夜に会員番号とパスワードを連絡ボードよりお伝え致します。
・当日のチェックは購入者様でお願い致します。
・当日まで座席未定の為、座席に関するクレームは一切お受けできません。
・入場後は開演までに速やかにログアウト、開演までに必ず受取連絡をお願い致します。
・入場時の本人確認、ランダムエラー、体調不良、一部メンバー不在、その他買い手様都合による返金キャンセル等、公演中止以外の如何なる場合も送金停止は受け付けませんのでご了承下さい。公演中止の際には仲介手数料を差し引いた金額を返金致します。",True
sold_timelesz-live-tour-2026-momentum_1776063010713_25000,1776063010713,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-04-13 06:50:10,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,25000,"当方と同行
初期当選/期限内有効/重複すり替え無し/下3桁提示・サイチェン可

・開場10分前にこちらが指定した場所にて待ち合わせし同時入場します。
・公共交通...",False
sold_timelesz-live-tour-2026-momentum_1787567737080_80000,1787567737080,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-08-24 10:35:37,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,80000,"Ambers同行当選。LIVE初当選名義
初期当選重複なしの同行。

16:00前後に会場付近にて待ち合わせし、同時入場していただきます。
・会員番号下3桁お伝...",False
t9871mamgv,1787659835860,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,舞花,5.0,,同行ランダム,2026-08-25 12:10:35,2026-08-27 14:01:13,,,deleted,1,35000,"ランダム配布に理解ある方のみご購入ください。
当日は開場約30分前.15:30にこちらが指定をした場所へと集合していただきます。
スムーズにお渡しができるよう、購入後にこちらからの連絡を待たず、電話番号のご提示をお願いいたします。
公演中止の場合のみ手数料を差し引いた金額を返金いたします。ランダムエラーや本人確認などによる入場時のトラブルに返金はできませんのでご注意ください。又、購入者様の都合（遅刻や音信不通など）に対しても返金は致しかねます。
10分以上の遅刻は待たずに入場させていただきますが、その場合も受け取り連絡をお願いいたします。
同時入場後、一度チケットを回収し、指定の場所でお待ちいただきます。開演時間までには必ずお渡しさせていただきますので、催促を促すご連絡はお控えください。
チケットのQRコード表示にご協力いただく場合がございます。その場合、一時的に身分証をお預かりする可能性がございますが入場後すぐお返しいたします。
座席確認と選択にお時間いただきます。受け取り後で構いませんので、その場で評価をお願いします。座席に関するクレームは受け付けませんので、ご了承お願いします。
キャリーケースを持っての入場もお控えください。
トラブル防止のため、日本人のみ（男性可能）ご購入お願いいたします。
⚠️個人での返金は一切不可です。エラー不安な方は必ずチケテンの保証をお使いください。",True
uyy5icuu67,1787795741618,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,ayk,5.0,,QR,2026-08-27 01:55:41,2026-08-27 11:01:15,,,deleted,2,42000,"QR毎/制作当選時のお譲り/同行者登録可/有効期限内/発送物戻り無し/着ブロ希望無し
過去当選歴、座席の質問はお控えください。
公演前日の夜までにログイン情報をお伝えいたします。お取引の経験がありスムーズに連絡が取れる方、入場後ログアウトから受取通知まで速やかに対応していただける方のみご購入願いします。
・トラブル防止のため同行者登録、同意チェックは購入者様ご自身で行っていただきます。必ず2名分の同意チェックが行われた後にQR表示をするようお願いいたします。
・入場後、開演時間までに必ずログアウトと受取連絡をお願いいたします。
・公演中止以外（本人確認、購入者様都合でのキャンセル、体調不良、交通機関の遅延、ランダムエラー、システムエラー、赤線エラー、購入者様の操作ミス等）いかなる理由でも返金、キャンセル対応は一切しかねますのでご了承ください。
・座席に関するのクレームは一切お受けいたしかねます。
・代理購入不可、成人済みの日本人女性の方のみ購入可能。
上記全てご了承いただける方のみご購入ください。",True
sold_timelesz-live-tour-2026-momentum_1783256341268_35000,1783256341268,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,ランダム配布,,,,,2026-07-05 12:59:01,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,35000,"条件あり、指定席のみランダム配布でのお譲りです。
座席を選ぶ際にお時間を頂く場合がございますがご了承ください。

公演当日、開場30分前に指定の場所にて待ち合わ...",False
sold_timelesz-live-tour-2026-momentum_1786188187801_100000,1786188187801,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,QR毎　公演前日にログイン情報をお渡し,,,,,2026-08-08 11:23:07,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,100000,"2連QR毎でのお譲り

FC初期当選/同行者登録可/下3桁提示可
有効期限内/着ブロ指定なし/発送物戻りなし

プライベート出品に変更しますので、購入希望の方は...",False
zcety25m89,1787795625656,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,ayk,5.0,,QR,2026-08-27 01:53:45,2026-08-27 11:01:15,,,deleted,2,52000,"QR毎/初期当選/同行者登録可/有効期限内/着ブロ希望無し
過去当選歴、座席の質問はお控えください。
公演前日の夜までにログイン情報をお伝えいたします。お取引の経験がありスムーズに連絡が取れる方、入場後ログアウトから受取通知まで速やかに対応していただける方のみご購入願いします。
・トラブル防止のため同行者登録、同意チェックは購入者様ご自身で行っていただきます。必ず2名分の同意チェックが行われた後にQR表示をするようお願いいたします。
・入場後、開演時間までに必ずログアウトと受取連絡をお願いいたします。
・公演中止以外（本人確認、購入者様都合でのキャンセル、体調不良、交通機関の遅延、ランダムエラー、システムエラー、赤線エラー、購入者様の操作ミス等）いかなる理由でも返金、キャンセル対応は一切しかねますのでご了承ください。
・座席に関するのクレームは一切お受けいたしかねます。
・代理購入不可、成人済みの日本人女性の方のみ購入可能。
上記全てご了承いただける方のみご購入ください。",True
sold_timelesz-live-tour-2026-momentum_1780130779186_60000,1780130779186,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,当日同時入場(2名義中2番手 2連),,,,,2026-05-30 08:46:19,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,2,60000,"【※購入ご希望の方はプライベート出品に変更しますので、メッセージをお送りください】

※1.0/枚のみチケテン通し、残りを当日現金受取でも可能です。

FC先行...",False
gb0e7l5pxp,1787403244006,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,♡,5.0,,同行,2026-08-22 12:54:04,2026-08-27 17:01:13,,,deleted,1,90000,"同行/FC初期当選/有効期限内/着ブロなし/発送戻りなし/エラー歴なし
当選歴なし
プラベル移行予定
15時45分集合予定
座席に関するクレームは一切お受けいたしません。
体調不良、ランダムエラー、本人確認、購入者様の操作ミスで入場出来なかった場合等、如何なる理由でも返金対応はいたしません。
主催者側からの公演中止のみ手数料を差し引いた金額を返金いたします。
代理購入禁止といたします。
ご購入いただいた時点で上記内容全てに同意したとみなします。ご購入前に必ず全文ご一読ください。",True
sold_timelesz-live-tour-2026-momentum_1786429374887_26000,1786429374887,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-08-11 06:22:54,2026-08-29 08:01:10,2026-08-27 07:17:28,,sold,1,26000,開場30分前を目安に会場付近で待ち合わせをし、 同時入場後1度チケットを回収し座席選択をした後開演までにランダム配布 にてお渡しします。 受け取り後速やかに受け...,False
